"Id","SalePrice"
1461,131389.517118642
1462,151017.903846037
1463,155034.180493645
1464,173504.539586721
1465,232117.338671173
1466,174021.883185694
1467,151084.809384934
1468,162314.851151308
1469,189195.800982604
1470,107971.469437967
1471,194243.994594977
1472,127274.037988237
1473,115224.288529891
1474,159866.861906597
1475,158503.900579731
1476,351646.893257602
1477,271162.106563988
1478,320856.645458974
1479,272351.586882707
1480,381186.780293018
1481,297006.238785197
1482,239438.422538762
1483,162556.832412333
1484,185283.238612124
1485,188699.037539318
1486,212307.358580998
1487,315628.489621613
1488,269340.874064094
1489,203390.913884591
1490,175271.982240835
1491,212016.880464885
1492,118228.254977929
1493,162922.811336743
1494,297465.100727841
1495,288695.847694591
1496,205441.33753016
1497,219397.075192381
1498,190482.789076232
1499,190482.789076232
1500,161555.457804615
1501,171891.961745906
1502,185902.954616209
1503,264332.848384135
1504,268259.95180418
1505,211170.719515603
1506,187943.590165691
1507,226531.438520103
1508,199627.643256225
1509,173619.697468529
1510,137114.733915508
1511,131984.695011555
1512,151671.096652271
1513,182051.235689084
1514,125009.435385878
1515,183644.235774157
1516,166352.660537793
1517,136954.921325675
1518,154739.267658056
1519,212092.543286948
1520,116850.40578566
1521,124944.355361023
1522,170543.501283292
1523,112934.836419168
1524,113802.495546683
1525,108734.899438718
1526,106951.414248528
1527,122049.82626039
1528,139251.301383645
1529,129175.857819359
1530,157037.77795931
1531,135031.931740163
1532,88277.7224965163
1533,141280.048926942
1534,138039.577408962
1535,140312.848364845
1536,122012.194928347
1537,131761.932742639
1538,231953.087371131
1539,285207.850237809
1540,154422.958610176
1541,171850.29057563
1542,141989.806788889
1543,211147.595753878
1544,82525.6693113977
1545,132520.544790485
1546,156185.872274066
1547,127039.017167689
1548,150127.112221431
1549,131538.565503452
1550,150597.789861689
1551,132509.055318559
1552,160955.300047518
1553,137586.862089573
1554,137729.290271312
1555,149960.559291275
1556,112722.445569702
1557,109426.284463118
1558,122087.553359266
1559,122103.419997493
1560,155428.32701964
1561,124617.456509886
1562,111862.062959733
1563,102186.066087042
1564,144949.829445989
1565,146145.461026615
1566,207115.668098402
1567,96891.9122403938
1568,194192.329846872
1569,139049.931636269
1570,148739.178533617
1571,118605.929969658
1572,121768.095237599
1573,205508.694814329
1574,141038.089500463
1575,199743.498550359
1576,216381.867268372
1577,199818.916860242
1578,166992.749464472
1579,125349.847995549
1580,210831.532672656
1581,116349.844649305
1582,115308.708635118
1583,290181.569515756
1584,236313.815311768
1585,134939.001942145
1586,79279.2102745908
1587,110524.847456867
1588,121033.221351707
1589,116237.60053293
1590,137749.957564065
1591,79249.754959905
1592,120989.575115102
1593,129514.266691348
1594,157629.293827355
1595,127059.687644617
1596,213977.39779316
1597,175647.040035445
1598,201586.739567103
1599,226375.311388255
1600,229529.622225874
1601,82492.2813725179
1602,160002.235335886
1603,99206.2445982481
1604,254764.407935636
1605,276089.67327838
1606,158894.617504639
1607,208019.997983085
1608,208341.775747537
1609,193596.028490895
1610,140979.570565048
1611,136013.873282378
1612,154128.344783399
1613,149456.716076819
1614,104279.558056442
1615,90297.4217395234
1616,85371.7071081319
1617,102988.888543896
1618,107084.944967881
1619,113992.020245784
1620,195604.545320117
